%----------------------------------------------------------------
%  Reference : H. Abe, H. Kawamura and Y. Matsuo,
%  "Surface heat-flux fluctuations in a turbulent channel flow
%  up to Re_tau=1020 with Pr=0.025 and 0.71," 
%  Int. J. Heat and Fluid Flow, vol. 25, pp. 404-419, 2004.
%  DOI: https://doi.org/10.1016/j.ijheatfluidflow.2004.02.010
%----------------------------------------------------------------
Case: cha1020

Nomenclature:
     delta = channel half width
     nu = kinematic viscosity
     p = pressure fluctuation
     Re_bulk = Um*2delta/nu : Bulk Reynolds number
     Re_tau = u_tau*delta/nu : Friction Reynolds number
     rho = density
     Um = bulk mean velocity
     u_mean = streamwise mean velocity
     u, v, w = streamwise, wall-normal and spanwise velocity fluctuations
     u_i = ith component of velocity fluctuations
     u_tau = friction velocity
     x, y, z = streamwise, wall-normal and spanwise directions

     + = normalized by wall units (u_tau, nu and rho)
     rms = root-mean-square value


1. Numerical Methodology

1.1. Governing equations
     Navier-Stokes equation and the continuity equation for flow field,
     and the energy equation for thermal field.

1.2. Discretization method
     Finite Difference Method was adopted.
     The fourth-order central difference scheme was adopted in the streamwise and
     spanwise directions, and the second-order central difference scheme was used
     in the wall-normal direction.

1.3. Spatial resolution
     6.38 and 4.25 wall units in the x- and z-directions
     and 0.15 to 7.32 wall units in the y-direction.

1.4. Time advancement
     The Crank-Nicolson method for the viscous terms with wall-normal derivatives
     and the third-order Runge-Kutta method for the other terms.

1.5. Computational volume
     12.8*delta x 2*delta x 6.4*delta.

1.6. Grid
     Staggered grid

1.7. Mesh number
     2048 x 448 x 1536

1.8. Criterion for stationary state
     The steady state is identified by 
     total shear stress & turbulent kinetic energy for velocity field
     and total heat flux & temperature variance for temperature field.

1.9. Period of time integration for ensemble averaging
     About 13,950 nu/u_tau^2
     after the flow reaches the fully developed state.  This integration time
     corresponds to about 20 washing out times through the computational domain.


2. Conditions

2.1. Specified conditions

     Re_tau = 1020

2.2. Obtained mean quantities

     Re_bulk = 41441


3. Turbulence statistics

  j      y+            u_mean            uu+            ww+
   6.551910e+02   0.000000e+00   2.081914e-04   1.220754e-03  -2.468637e-07   1.407316e-03   2.138218e-05
   6.617273e+02   0.000000e+00   2.131051e-04   1.188802e-03   5.408478e-07   1.381737e-03   2.071045e-05
   6.682717e+02   0.000000e+00   2.174543e-04   1.157950e-03   1.291888e-06   1.356702e-03   1.999362e-05
   6.748241e+02   0.000000e+00   2.213665e-04   1.128131e-03   1.760592e-06   1.332016e-03   1.924193e-05
   6.813845e+02   0.000000e+00   2.247471e-04   1.099098e-03   2.139296e-06   1.307504e-03   1.848012e-05
   6.879528e+02   0.000000e+00   2.274012e-04   1.071046e-03   2.535777e-06   1.283212e-03   1.777120e-05
   6.945291e+02   0.000000e+00   2.303491e-04   1.043581e-03   2.462969e-06   1.259376e-03   1.701694e-05
   7.011133e+02   0.000000e+00   2.342884e-04   1.016224e-03   2.158424e-06   1.236374e-03   1.629683e-05
   7.077054e+02   0.000000e+00   2.393534e-04   9.886685e-04   1.968741e-06   1.214372e-03   1.561818e-05
   7.143056e+02   0.000000e+00   2.451661e-04   9.607843e-04   2.129949e-06   1.193112e-03   1.496795e-05
   7.209138e+02   0.000000e+00   2.509043e-04   9.329856e-04   2.753659e-06   1.172292e-03   1.435130e-05
   7.275301e+02   0.000000e+00   2.561042e-04   9.061856e-04   3.174041e-06   1.151673e-03   1.379072e-05
   7.341546e+02   0.000000e+00   2.602530e-04   8.809343e-04   3.253680e-06   1.131186e-03   1.325456e-05
   7.407875e+02   0.000000e+00   2.628871e-04   8.575213e-04   3.688119e-06   1.111202e-03   1.289474e-05
   7.474287e+02   0.000000e+00   2.648039e-04   8.357891e-04   4.076211e-06   1.092053e-03   1.261632e-05
   7.540786e+02   0.000000e+00   2.667178e-04   8.150933e-04   4.282775e-06   1.073752e-03   1.234166e-05
   7.607371e+02   0.000000e+00   2.686542e-04   7.949565e-04   4.637182e-06   1.056118e-03   1.212988e-05
   7.674045e+02   0.000000e+00   2.708015e-04   7.751734e-04   4.747187e-06   1.038835e-03   1.188679e-05
   7.740809e+02   0.000000e+00   2.730596e-04   7.555686e-04   4.738174e-06   1.021776e-03   1.159026e-05
   7.807666e+02   0.000000e+00   2.759751e-04   7.360766e-04   4.271114e-06   1.005001e-03   1.132177e-05
   7.874617e+02   0.000000e+00   2.796097e-04   7.167811e-04   3.374644e-06   9.886169e-04   1.114863e-05
   7.941666e+02   0.000000e+00   2.832524e-04   6.977362e-04   2.697359e-06   9.727757e-04   1.091032e-05
   8.008814e+02   0.000000e+00   2.865951e-04   6.789483e-04   2.779524e-06   9.576776e-04   1.064531e-05
   8.076064e+02   0.000000e+00   2.902700e-04   6.601319e-04   3.335092e-06   9.433248e-04   1.041216e-05
   8.143420e+02   0.000000e+00   2.947417e-04   6.411731e-04   3.812300e-06   9.294764e-04   1.025070e-05
   8.210884e+02   0.000000e+00   2.997114e-04   6.222956e-04   4.003287e-06   9.159315e-04   1.007882e-05
   8.278459e+02   0.000000e+00   3.044358e-04   6.040216e-04   4.054284e-06   9.026020e-04   9.909601e-06
   8.346149e+02   0.000000e+00   3.085343e-04   5.863807e-04   4.194189e-06   8.894366e-04   9.672593e-06
   8.413958e+02   0.000000e+00   3.124014e-04   5.691020e-04   4.212326e-06   8.764312e-04   9.284518e-06
   8.481889e+02   0.000000e+00   3.165591e-04   5.521597e-04   3.882320e-06   8.637008e-04   8.900292e-06
   8.549947e+02   0.000000e+00   3.209761e-04   5.353659e-04   3.565166e-06   8.513562e-04   8.551045e-06
   8.618136e+02   0.000000e+00   3.253900e-04   5.185417e-04   3.753339e-06   8.394220e-04   8.263120e-06
   8.686461e+02   0.000000e+00   3.300819e-04   5.018263e-04   4.041613e-06   8.279178e-04   8.032116e-06
   8.754926e+02   0.000000e+00   3.352857e-04   4.854953e-04   3.998144e-06   8.168663e-04   7.912908e-06
   8.823536e+02   0.000000e+00   3.402554e-04   4.700867e-04   3.944800e-06   8.063449e-04   7.941900e-06
   8.892297e+02   0.000000e+00   3.445281e-04   4.559712e-04   4.005026e-06   7.964387e-04   8.065598e-06
   8.961214e+02   0.000000e+00   3.481703e-04   4.433108e-04   3.943939e-06   7.871341e-04   8.291002e-06
   9.030293e+02   0.000000e+00   3.514934e-04   4.318851e-04   3.412133e-06   7.782945e-04   8.496097e-06
   9.099541e+02   0.000000e+00   3.544015e-04   4.216667e-04   2.524668e-06   7.699336e-04   8.659167e-06
   9.168962e+02   0.000000e+00   3.561389e-04   4.126658e-04   2.283412e-06   7.622346e-04   8.853557e-06
   9.238565e+02   0.000000e+00   3.568565e-04   4.046445e-04   2.619686e-06   7.550954e-04   9.025271e-06
   9.308356e+02   0.000000e+00   3.570414e-04   3.973634e-04   2.934961e-06   7.482966e-04   9.043156e-06
   9.378343e+02   0.000000e+00   3.567310e-04   3.907200e-04   3.457387e-06   7.419496e-04   8.958758e-06
   9.448532e+02   0.000000e+00   3.564738e-04   3.843629e-04   4.128026e-06   7.361844e-04   8.780369e-06
   9.518933e+02   0.000000e+00   3.572262e-04   3.778462e-04   4.366646e-06   7.309359e-04   8.503178e-06
   9.589553e+02   0.000000e+00   3.588658e-04   3.711517e-04   4.412672e-06   7.262172e-04   8.212936e-06
   9.660402e+02   0.000000e+00   3.606211e-04   3.648258e-04   4.583811e-06   7.219893e-04   8.041300e-06
   9.731487e+02   0.000000e+00   3.621952e-04   3.592745e-04   4.579943e-06   7.181111e-04   7.938581e-06
   9.802820e+02   0.000000e+00   3.629226e-04   3.545498e-04   4.995107e-06   7.145890e-04   7.878511e-06
   9.874410e+02   0.000000e+00   3.626593e-04   3.506042e-04   6.012939e-06   7.115074e-04   7.769077e-06
   9.946268e+02   0.000000e+00   3.620794e-04   3.475094e-04   6.989532e-06   7.089242e-04   7.654143e-06
   1.001840e+03   0.000000e+00   3.617139e-04   3.452925e-04   7.435082e-06   7.068643e-04   7.577189e-06
   1.009083e+03   0.000000e+00   3.617839e-04   3.440083e-04   7.241172e-06   7.053504e-04   7.682998e-06
   1.016356e+03   0.000000e+00   3.615884e-04   3.439078e-04   6.853746e-06   7.044223e-04   7.927636e-06


Budget of -uv+ :

       y+            Prod.           Diss.       vel_p_grad.     Turb_Diff.    Mole_Diff.        Res.    
   1.539453e-01  -3.118799e-07  -5.095356e-07   1.625553e-04  -9.964931e-04  -6.716588e-04  -1.631004e-04
   4.658272e-01  -7.270637e-06  -1.421524e-05   1.007181e-03  -3.082069e-03  -2.086446e-03  -9.927452e-06
   7.863340e-01  -4.653846e-05  -8.973438e-05   1.805394e-03  -5.313395e-03  -3.632661e-03  -1.161331e-05
   1.116760e+00  -1.646027e-04  -3.093701e-04   2.788603e-03  -7.602131e-03  -5.271344e-03  -1.615702e-05
   1.458418e+00  -4.254166e-04  -7.725476e-04   4.050189e-03  -9.816726e-03  -6.939779e-03  -2.472096e-05
   1.812637e+00  -9.071111e-04  -1.575905e-03   5.688943e-03  -1.180686e-02  -8.562759e-03  -3.817539e-05
   2.180759e+00  -1.698410e-03  -2.792138e-03   7.795894e-03  -1.342148e-02  -1.005943e-02  -5.670482e-05
   2.564137e+00  -2.894249e-03  -4.450790e-03   1.044222e-02  -1.452776e-02  -1.135075e-02  -7.982950e-05
   2.964135e+00  -4.590271e-03  -6.524141e-03   1.366927e-02  -1.502846e-02  -1.236703e-02  -1.065737e-04
   3.382123e+00  -6.876124e-03  -8.920706e-03   1.748141e-02  -1.487504e-02  -1.305477e-02  -1.356847e-04
   3.819474e+00  -9.827786e-03  -1.148800e-02   2.184258e-02  -1.407443e-02  -1.338178e-02  -1.658493e-04
   4.277567e+00  -1.349943e-02  -1.402488e-02   2.667673e-02  -1.268844e-02  -1.334015e-02  -1.958705e-04
   4.757778e+00  -1.791567e-02  -1.630216e-02   3.187243e-02  -1.082586e-02  -1.294647e-02  -2.247925e-04
   5.261480e+00  -2.306518e-02  -1.808848e-02   3.729111e-02  -8.628988e-03  -1.223957e-02  -2.519674e-04
   5.790046e+00  -2.889670e-02  -1.917753e-02   4.277812e-02  -6.256857e-03  -1.127591e-02  -2.770577e-04
   6.344838e+00  -3.531822e-02  -1.941246e-02   4.817500e-02  -3.868054e-03  -1.012375e-02  -2.999872e-04
   6.927212e+00  -4.219983e-02  -1.870389e-02   5.333176e-02  -1.605387e-03  -8.856485e-03  -3.208611e-04
   7.538513e+00  -4.938012e-02  -1.703918e-02   5.811736e-02   4.157788e-04  -7.546284e-03  -3.398653e-04
   8.180074e+00  -5.667565e-02  -1.448224e-02   6.242753e-02   2.114568e-03  -6.258616e-03  -3.571830e-04
   8.853214e+00  -6.389243e-02  -1.116455e-02   6.618904e-02   3.446847e-03  -5.048138e-03  -3.729582e-04
   9.559235e+00  -7.083809e-02  -7.269273e-03   6.936064e-02   4.403137e-03  -3.956281e-03  -3.873123e-04
   1.029942e+01  -7.733356e-02  -3.011289e-03   7.193079e-02   5.003151e-03  -3.010500e-03  -4.004038e-04
   1.107505e+01  -8.322296e-02   1.384065e-03   7.391318e-02   5.288185e-03  -2.225008e-03  -4.125252e-04
   1.188735e+01  -8.838100e-02   5.700740e-03   7.534072e-02   5.312747e-03  -1.602597e-03  -4.241951e-04
   1.273757e+01  -9.271732e-02   9.748124e-03   7.625926e-02   5.136663e-03  -1.137087e-03  -4.361810e-04
   1.362689e+01  -9.617787e-02   1.337228e-02   7.672164e-02   4.818513e-03  -8.159762e-04  -4.494543e-04
   1.455651e+01  -9.874361e-02   1.646175e-02   7.678289e-02   4.410908e-03  -6.229273e-04  -4.651260e-04
   1.552756e+01  -1.004271e-01   1.894845e-02   7.649675e-02   3.957685e-03  -5.398749e-04  -4.843658e-04
   1.654119e+01  -1.012678e-01   2.080452e-02   7.591351e-02   3.492843e-03  -5.486004e-04  -5.082909e-04
   1.759849e+01  -1.013260e-01   2.203652e-02   7.507908e-02   3.040883e-03  -6.317514e-04  -5.378198e-04
   1.870054e+01  -1.006778e-01   2.267812e-02   7.403474e-02   2.618020e-03  -7.733873e-04  -5.735598e-04
   1.984838e+01  -9.940887e-02   2.278270e-02   7.281749e-02   2.233718e-03  -9.592132e-04  -6.157581e-04
   2.104302e+01  -9.760999e-02   2.241626e-02   7.146064e-02   1.892154e-03  -1.176652e-03  -6.642851e-04
   2.228545e+01  -9.537297e-02   2.165098e-02   6.999490e-02   1.593642e-03  -1.414775e-03  -7.186780e-04
   2.357663e+01  -9.278716e-02   2.056009e-02   6.844867e-02   1.336163e-03  -1.664114e-03  -7.781247e-04
   2.491747e+01  -8.993691e-02   1.921468e-02   6.684775e-02   1.116536e-03  -1.916497e-03  -8.414397e-04
   2.630887e+01  -8.689981e-02   1.768138e-02   6.521525e-02   9.308456e-04  -2.165021e-03  -9.073207e-04
   2.775169e+01  -8.374570e-02   1.602162e-02   6.357082e-02   7.747802e-04  -2.404000e-03  -9.744788e-04
   2.924675e+01  -8.053601e-02   1.429208e-02   6.192942e-02   6.441417e-04  -2.628851e-03  -1.041521e-03
   3.079484e+01  -7.732337e-02   1.254452e-02   6.030099e-02   5.348707e-04  -2.835936e-03  -1.107044e-03
   3.239672e+01  -7.415123e-02   1.082444e-02   5.869125e-02   4.434923e-04  -3.022397e-03  -1.169647e-03
   3.405312e+01  -7.105399e-02   9.169097e-03   5.710345e-02   3.673712e-04  -3.186098e-03  -1.227976e-03
   3.576473e+01  -6.805797e-02   7.606633e-03   5.554026e-02   3.044711e-04  -3.325750e-03  -1.280859e-03
   3.753220e+01  -6.518301e-02   6.156497e-03   5.400525e-02   2.527026e-04  -3.441053e-03  -1.327504e-03
   3.935615e+01  -6.244336e-02   4.831241e-03   5.250265e-02   2.095647e-04  -3.532547e-03  -1.367356e-03
   4.123717e+01  -5.984718e-02   3.638555e-03   5.103442e-02   1.732136e-04  -3.601076e-03  -1.399917e-03
   4.317582e+01  -5.739634e-02   2.582100e-03   4.959897e-02   1.429865e-04  -3.647463e-03  -1.424816e-03
   4.517260e+01  -5.508827e-02   1.662082e-03   4.819320e-02   1.182999e-04  -3.672756e-03  -1.441932e-03
   4.722799e+01  -5.291827e-02   8.750072e-04   4.681539e-02   9.812632e-05  -3.678401e-03  -1.451347e-03
   4.934246e+01  -5.088030e-02   2.115540e-04   4.546756e-02   8.143922e-05  -3.666063e-03  -1.453678e-03
   5.151639e+01  -4.896684e-02  -3.402271e-04   4.415257e-02   6.755283e-05  -3.637431e-03  -1.449507e-03
   5.375018e+01  -4.716951e-02  -7.909552e-04   4.287084e-02   5.625832e-05  -3.594339e-03  -1.439028e-03
   5.604416e+01  -4.548031e-02  -1.150236e-03   4.162193e-02   4.701888e-05  -3.538862e-03  -1.422732e-03
   5.839864e+01  -4.389173e-02  -1.427602e-03   4.040565e-02   3.933757e-05  -3.473089e-03  -1.401253e-03
   6.081388e+01  -4.239625e-02  -1.633594e-03   3.922233e-02   3.296555e-05  -3.398896e-03  -1.375655e-03
   6.329014e+01  -4.098648e-02  -1.777208e-03   3.807141e-02   2.772574e-05  -3.317907e-03  -1.346644e-03
   6.582760e+01  -3.965513e-02  -1.864952e-03   3.695095e-02   2.326002e-05  -3.231465e-03  -1.314409e-03
   6.842644e+01  -3.839447e-02  -1.905835e-03   3.586075e-02   1.932409e-05  -3.140715e-03  -1.279520e-03
   7.108680e+01  -3.719676e-02  -1.911430e-03   3.480270e-02   1.638369e-05  -3.046730e-03  -1.242377e-03
   7.380878e+01  -3.605641e-02  -1.892653e-03   3.378014e-02   1.416235e-05  -2.950575e-03  -1.204186e-03
   7.659244e+01  -3.496998e-02  -1.856069e-03   3.279474e-02   1.225430e-05  -2.853359e-03  -1.165699e-03
   7.943783e+01  -3.393437e-02  -1.803366e-03   3.184450e-02   1.055536e-05  -2.756057e-03  -1.126625e-03
   8.234494e+01  -3.294574e-02  -1.735072e-03   3.092597e-02   9.032312e-06  -2.659233e-03  -1.086578e-03
   8.531376e+01  -3.199971e-02  -1.653691e-03   3.003646e-02   7.770666e-06  -2.563130e-03  -1.046035e-03
   8.834422e+01  -3.109271e-02  -1.563699e-03   2.917548e-02   6.868897e-06  -2.468125e-03  -1.005928e-03
   9.143624e+01  -3.022276e-02  -1.469399e-03   2.834462e-02   6.098992e-06  -2.374757e-03  -9.666794e-04
   9.458969e+01  -2.938810e-02  -1.372794e-03   2.754316e-02   5.311655e-06  -2.283572e-03  -9.288511e-04
   9.780443e+01  -2.858648e-02  -1.274525e-03   2.676892e-02   4.759755e-06  -2.195032e-03  -8.922976e-04
   1.010803e+02  -2.781539e-02  -1.176340e-03   2.602121e-02   4.100331e-06  -2.109283e-03  -8.571374e-04
   1.044170e+02  -2.707161e-02  -1.079005e-03   2.529759e-02   3.580222e-06  -2.026201e-03  -8.232419e-04
   1.078145e+02  -2.635370e-02  -9.805859e-04   2.459506e-02   3.488906e-06  -1.945852e-03  -7.898912e-04
   1.112723e+02  -2.566236e-02  -8.807722e-04   2.391418e-02   3.030040e-06  -1.868434e-03  -7.574842e-04
   1.147902e+02  -2.499675e-02  -7.818505e-04   2.325546e-02   2.711293e-06  -1.793943e-03  -7.264854e-04
   1.183680e+02  -2.435566e-02  -6.842434e-04   2.261787e-02   2.586492e-06  -1.722477e-03  -6.969698e-04
   1.220052e+02  -2.373938e-02  -5.862985e-04   2.200041e-02   2.427148e-06  -1.654189e-03  -6.686469e-04
   1.257015e+02  -2.314756e-02  -4.886958e-04   2.140343e-02   2.111338e-06  -1.589029e-03  -6.416913e-04
   1.294566e+02  -2.257782e-02  -3.935834e-04   2.082607e-02   1.798227e-06  -1.526791e-03  -6.167520e-04
   1.332699e+02  -2.202752e-02  -3.010425e-04   2.026651e-02   1.689706e-06  -1.467272e-03  -5.930863e-04
   1.371412e+02  -2.149507e-02  -2.124708e-04   1.972547e-02   1.489627e-06  -1.410350e-03  -5.702335e-04
   1.410698e+02  -2.097854e-02  -1.325097e-04   1.920555e-02   1.242001e-06  -1.356007e-03  -5.482459e-04
   1.450554e+02  -2.047548e-02  -6.503815e-05   1.870752e-02   1.117694e-06  -1.304132e-03  -5.277551e-04
   1.490974e+02  -1.998455e-02  -7.519895e-06   1.822778e-02   1.030636e-06  -1.254511e-03  -5.087486e-04
   1.531954e+02  -1.950501e-02   4.509805e-05   1.776184e-02   8.696956e-07  -1.206972e-03  -4.902264e-04
   1.573487e+02  -1.903594e-02   9.299072e-05   1.730886e-02   8.544927e-07  -1.161347e-03  -4.718854e-04
   1.615569e+02  -1.857838e-02   1.356110e-04   1.686982e-02   1.001042e-06  -1.117570e-03  -4.543782e-04
   1.658194e+02  -1.813464e-02   1.750914e-04   1.644484e-02   8.242912e-07  -1.075743e-03  -4.381471e-04
   1.701356e+02  -1.770414e-02   2.122604e-04   1.603251e-02   7.110662e-07  -1.035859e-03  -4.228001e-04
   1.745048e+02  -1.728560e-02   2.461699e-04   1.563292e-02   8.529809e-07  -9.978339e-04  -4.078249e-04
   1.789266e+02  -1.687988e-02   2.762256e-04   1.524763e-02   7.635014e-07  -9.618422e-04  -3.934219e-04
   1.834001e+02  -1.648679e-02   3.005643e-04   1.487796e-02   6.449606e-07  -9.279351e-04  -3.796876e-04
   1.879249e+02  -1.610521e-02   3.149118e-04   1.452677e-02   6.597072e-07  -8.957617e-04  -3.671072e-04
   1.925003e+02  -1.573496e-02   3.200269e-04   1.419321e-02   6.012038e-07  -8.650981e-04  -3.560253e-04
   1.971255e+02  -1.537563e-02   3.231475e-04   1.387009e-02   5.780658e-07  -8.358949e-04  -3.459138e-04
   2.017999e+02  -1.502713e-02   3.316636e-04   1.355117e-02   6.636933e-07  -8.080821e-04  -3.355494e-04
   2.065228e+02  -1.469064e-02   3.464949e-04   1.323672e-02   6.132623e-07  -7.816368e-04  -3.251815e-04
   2.112936e+02  -1.436578e-02   3.621080e-04   1.293115e-02   4.639336e-07  -7.563467e-04  -3.157101e-04
   2.161115e+02  -1.405079e-02   3.739712e-04   1.263766e-02   4.717693e-07  -7.320276e-04  -3.066616e-04
   2.209758e+02  -1.374508e-02   3.791700e-04   1.235772e-02   4.152273e-07  -7.087449e-04  -2.990338e-04
   2.258857e+02  -1.344917e-02   3.817447e-04   1.208845e-02   4.588788e-07  -6.866092e-04  -2.919064e-04
   2.308407e+02  -1.316362e-02   3.847020e-04   1.182800e-02   3.682052e-07  -6.656274e-04  -2.849209e-04
   2.358399e+02  -1.288681e-02   3.846228e-04   1.157746e-02   1.936816e-07  -6.456274e-04  -2.789048e-04
   2.408825e+02  -1.261583e-02   3.815153e-04   1.133456e-02   2.119562e-07  -6.263822e-04  -2.731672e-04
   2.459680e+02  -1.235003e-02   3.774506e-04   1.109756e-02   2.773731e-07  -6.077958e-04  -2.669509e-04
   2.510954e+02  -1.209093e-02   3.724124e-04   1.086684e-02   2.902648e-07  -5.899689e-04  -2.614125e-04
   2.562641e+02  -1.183826e-02   3.671779e-04   1.064152e-02   1.003770e-07  -5.729256e-04  -2.565441e-04
   2.614733e+02  -1.158949e-02   3.612496e-04   1.041991e-02   1.698372e-07  -5.565354e-04  -2.516200e-04
   2.667223e+02  -1.134385e-02   3.553329e-04   1.020097e-02   1.906201e-07  -5.406619e-04  -2.466937e-04
   2.720103e+02  -1.110238e-02   3.529808e-04   9.982860e-03   2.294521e-07  -5.253026e-04  -2.410029e-04
   2.773366e+02  -1.086628e-02   3.524772e-04   9.767976e-03   2.398370e-07  -5.104101e-04  -2.351741e-04
   2.827005e+02  -1.063792e-02   3.507632e-04   9.561056e-03   3.553400e-07  -4.961427e-04  -2.296002e-04
   2.881010e+02  -1.042006e-02   3.470329e-04   9.364943e-03   3.374367e-07  -4.827216e-04  -2.250263e-04
   2.935377e+02  -1.021284e-02   3.438138e-04   9.177859e-03   2.496938e-07  -4.700813e-04  -2.208314e-04
   2.990096e+02  -1.001342e-02   3.404899e-04   8.998336e-03   1.425203e-07  -4.579892e-04  -2.164655e-04
   3.045160e+02  -9.818983e-03   3.337210e-04   8.826397e-03   1.363379e-07  -4.462635e-04  -2.124654e-04
   3.100563e+02  -9.628538e-03   3.227339e-04   8.661782e-03   1.458813e-07  -4.348320e-04  -2.090435e-04
   3.156296e+02  -9.441633e-03   3.084557e-04   8.503120e-03   2.661967e-08  -4.237865e-04  -2.062442e-04
   3.212353e+02  -9.256649e-03   2.936415e-04   8.346627e-03   1.344334e-08  -4.131770e-04  -2.031902e-04
   3.268726e+02  -9.072617e-03   2.779030e-04   8.191903e-03   7.314948e-08  -4.029393e-04  -1.997990e-04
   3.325408e+02  -8.890637e-03   2.580796e-04   8.043152e-03   1.525669e-07  -3.928886e-04  -1.963639e-04
   3.382391e+02  -8.712877e-03   2.338359e-04   7.901847e-03   1.648478e-07  -3.830071e-04  -1.940218e-04
   3.439670e+02  -8.540117e-03   2.109339e-04   7.763354e-03   1.173631e-07  -3.734522e-04  -1.922593e-04
   3.497236e+02  -8.372515e-03   1.909252e-04   7.626800e-03   2.162870e-07  -3.642934e-04  -1.902802e-04
   3.555083e+02  -8.211142e-03   1.681857e-04   7.498381e-03   1.597104e-07  -3.555323e-04  -1.888835e-04
   3.613205e+02  -8.056278e-03   1.442045e-04   7.376755e-03   1.897646e-07  -3.472298e-04  -1.878985e-04
   3.671593e+02  -7.907824e-03   1.256035e-04   7.256476e-03   1.959947e-07  -3.393613e-04  -1.861873e-04
   3.730242e+02  -7.764699e-03   1.123479e-04   7.136335e-03   7.750142e-08  -3.318199e-04  -1.841181e-04
   3.789145e+02  -7.624443e-03   1.019327e-04   7.015957e-03   3.480285e-08  -3.245560e-04  -1.819630e-04
   3.848296e+02  -7.485620e-03   9.331596e-05   6.895159e-03   5.144418e-08  -3.175148e-04  -1.795785e-04
   3.907687e+02  -7.347559e-03   8.678267e-05   6.773233e-03  -1.722970e-08  -3.106607e-04  -1.769001e-04
   3.967314e+02  -7.209546e-03   8.311729e-05   6.648720e-03  -1.442630e-09  -3.040312e-04  -1.736789e-04
   4.027169e+02  -7.071792e-03   7.839299e-05   6.524820e-03   5.131676e-09  -2.976137e-04  -1.709599e-04
   4.087246e+02  -6.935127e-03   6.940433e-05   6.405612e-03   4.520534e-11  -2.913987e-04  -1.687124e-04
   4.147539e+02  -6.799772e-03   5.773375e-05   6.290447e-03  -2.637606e-08  -2.853845e-04  -1.662332e-04
   4.208043e+02  -6.664685e-03   4.289060e-05   6.178502e-03  -8.922980e-08  -2.795103e-04  -1.638711e-04
   4.268752e+02  -6.528748e-03   2.265349e-05   6.070584e-03  -1.751752e-08  -2.736540e-04  -1.618744e-04
   4.329660e+02  -6.393256e-03  -1.259752e-06   5.966559e-03   9.486811e-08  -2.677968e-04  -1.600652e-04
   4.390761e+02  -6.261583e-03  -2.469534e-05   5.865719e-03   1.404733e-07  -2.620209e-04  -1.583974e-04
   4.452050e+02  -6.135851e-03  -4.499780e-05   5.767382e-03   1.079428e-07  -2.563621e-04  -1.569969e-04
   4.513521e+02  -6.015489e-03  -6.079335e-05   5.670498e-03   5.940635e-08  -2.507275e-04  -1.549970e-04
   4.575171e+02  -5.899294e-03  -7.545497e-05   5.577216e-03   6.771201e-08  -2.451252e-04  -1.523399e-04
   4.636992e+02  -5.786783e-03  -9.408119e-05   5.490803e-03   3.038044e-08  -2.396635e-04  -1.503670e-04
   4.698981e+02  -5.676806e-03  -1.149229e-04   5.408893e-03  -3.691297e-08  -2.343816e-04  -1.484919e-04
   4.761133e+02  -5.567307e-03  -1.349537e-04   5.326581e-03  -4.707251e-08  -2.292473e-04  -1.464797e-04
   4.823442e+02  -5.457130e-03  -1.524671e-04   5.240705e-03  -1.041017e-08  -2.242387e-04  -1.446646e-04
   4.885905e+02  -5.346673e-03  -1.650533e-04   5.149584e-03   3.824617e-08  -2.193649e-04  -1.427386e-04
   4.948516e+02  -5.236901e-03  -1.724598e-04   5.053780e-03   6.110769e-08  -2.146321e-04  -1.408874e-04
   5.011272e+02  -5.129418e-03  -1.744090e-04   4.954562e-03   1.675234e-07  -2.100701e-04  -1.390272e-04
   5.074168e+02  -5.026068e-03  -1.712426e-04   4.854311e-03   1.105689e-07  -2.056947e-04  -1.371945e-04
   5.137201e+02  -4.926598e-03  -1.663054e-04   4.756224e-03   3.614286e-08  -2.014823e-04  -1.351610e-04
   5.200365e+02  -4.829239e-03  -1.646125e-04   4.662796e-03  -2.315339e-08  -1.973922e-04  -1.336863e-04
   5.263659e+02  -4.732538e-03  -1.668806e-04   4.572937e-03  -6.451602e-08  -1.933995e-04  -1.331456e-04
   5.327077e+02  -4.635466e-03  -1.704242e-04   4.483852e-03  -9.352054e-08  -1.894832e-04  -1.326481e-04
   5.390617e+02  -4.538167e-03  -1.763246e-04   4.396843e-03  -4.085345e-09  -1.856348e-04  -1.320181e-04
   5.454274e+02  -4.442523e-03  -1.876089e-04   4.315949e-03   5.811929e-08  -1.817830e-04  -1.323417e-04
   5.518047e+02  -4.350570e-03  -2.022716e-04   4.241583e-03   6.129187e-08  -1.779225e-04  -1.332751e-04
   5.581931e+02  -4.262677e-03  -2.163637e-04   4.170898e-03   1.144349e-08  -1.741009e-04  -1.340301e-04
   5.645923e+02  -4.178138e-03  -2.287797e-04   4.101727e-03   3.004085e-08  -1.703422e-04  -1.348189e-04
   5.710022e+02  -4.096452e-03  -2.385089e-04   4.032722e-03  -7.379057e-09  -1.666773e-04  -1.355690e-04
   5.774224e+02  -4.017116e-03  -2.443125e-04   3.962248e-03  -3.028758e-08  -1.631750e-04  -1.360359e-04
   5.838526e+02  -3.939585e-03  -2.472192e-04   3.890768e-03  -2.171441e-08  -1.598294e-04  -1.362286e-04
   5.902927e+02  -3.863921e-03  -2.491977e-04   3.820289e-03   5.332154e-09  -1.565802e-04  -1.362442e-04
   5.967424e+02  -3.790277e-03  -2.531877e-04   3.753329e-03  -1.532437e-08  -1.533876e-04  -1.367632e-04
